huc_8,n,huc_pca_ratio,pca_huc_ratio
3140203,p91,0.913414601,0.184481685
3140301,p90,1,0.027712166
3140302,p90,1,0.020231583
3140303,p90,1,0.035372737
3140304,p90,0.986583064,0.033725053
3140304,p91,0.013416936,0.001767685
3140305,p90,0.481816137,0.012321144
8030203,p88,0.762059379,0.044706208
4020202,p74,4.42E-05,2.98E-06
4020203,p103,0.999999999,0.002548347
4020300,p43,0.999999711,5.00E-05
4030101,p76,0.217077554,0.035670716
4030101,p79,0.279018286,0.119923354
4030101,p75,0.50390416,0.066186833
4030102,p75,0.999999999,0.061688481
4030103,p76,0.32676675,0.010967072
3110206,p101,1,0.033978684
3160113,p89,1,0.066076442
3160201,p90,0.078831345,0.00552932
7070003,p76,0.647603924,0.212290661
7140101,p72,0.474226918,0.050577345
7140102,p73,0.537960213,0.221688834
7110002,p70,0.108991233,0.003687968
4110001,p111,0.966020887,0.106532354
4110001,p112,0.033979113,0.00110972
4110002,p111,1,0.09972232
7010201,p43,1,0.021525495
5030104,p115,0.620520254,0.01178877
5030105,p122,0.224222709,0.005553463
5110001,p93,0.132607635,0.042274426
10150004,p38,0.040459896,0.002254947
3010203,p99,0.114689034,0.003853101
3010203,p98,0.885310965,0.02558591
3010204,p99,0.691921636,0.043788176
3010204,p98,0.308078364,0.016771723
3010205,p99,0.18695376,0.019522801
3010205,p98,0.813046238,0.073036457
3020101,p98,1,0.04405865
3020102,p98,1,0.030188265
3040104,p96,0.007947555,0.000301003
3070105,p94,1,0.013667357
3070106,p94,1,0.027085671
3070107,p94,1,0.022865264
3070201,p94,1,0.043979911
3070202,p94,1,0.013529277
3070203,p94,0.999125573,0.012527433
3040105,p96,0.0006106,3.77E-05
3040205,p96,1,0.089811198
3040206,p96,0.362188777,0.026056188
3040206,p98,0.637811223,0.035550964
3040207,p96,0.999999999,0.021367848
3040208,p96,0.36878838,0.006228882
3040208,p98,0.631211617,0.008260213
3050101,p95,0.058612969,0.017260351
3050101,p97,0.941387031,0.11237135
3050102,p95,1.36E-06,1.12E-07
3050102,p97,0.999998644,0.03346416
3050103,p95,0.685185998,0.114212208
3050103,p97,0.304340118,0.020563391
3050103,p96,0.010473885,0.000609102
3050104,p95,0.061609106,0.009672556
3050104,p96,0.938390894,0.051399472
3050105,p95,0.389328822,0.120539708
3050105,p97,0.610671178,0.07663947
3050106,p95,0.376171205,0.060560788
3050106,p96,0.623828795,0.035038855
3050107,p95,0.991852719,0.100161941
3120001,p94,0.093027813,0.001847392
3120001,p101,0.906972187,0.026039255
3130008,p91,3.71E-06,6.15E-07
3130011,p94,0.037215614,0.000705041
3130011,p101,0.5000481,0.013695858
3130011,p91,0.462736287,0.067005437
3130012,p90,0.204987007,0.008930825
3130012,p91,0.795012993,0.133497153
3130013,p101,0.999999999,0.012360441
3130014,p101,0.863985918,0.001435755
3130014,p91,0.136014071,0.001194969
3050107,p96,0.008147281,0.000287043
3050108,p95,0.780511714,0.07134597
3050108,p96,0.219488286,0.006999708
3050109,p95,0.595377991,0.187760819
3050109,p97,0.000212282,2.71E-05
3050109,p96,0.404409727,0.044495113
3050110,p96,1,0.030054329
3050111,p96,1,0.02391227
3050112,p96,1,0.030526199
3050201,p96,1,0.052881975
3050202,p96,0.999999999,0.01385293
3050203,p96,1,0.033124367
3090102,p102,0.16790106,0.006247006
5030106,p112,0.422319669,0.023228796
5030106,p116,0.371876301,0.032736462
5030201,p112,0.474722318,0.031357995
5070201,p117,0.600914122,0.132403388
5030105,p115,0.775777291,0.109835301
5030106,p115,0.20580403,0.052527489
5110002,p92,0.181739151,0.00976771
10150001,p38,0.539385757,0.006549076
10150002,p24,0.371372835,0.017432814
10150006,p38,0.616166734,0.015628542
10160011,p38,1,0.053569576
10170101,p40,0.546597055,0.034763873
10170102,p38,1,0.031178036
8040102,p85,0.849327364,0.038314833
7110003,p71,1,0.107617704
8040302,p86,0.005041213,0.000701685
8040303,p58,0.912163763,0.021381685
3110205,p101,1,0.038728701
4020201,p74,0.591686745,0.057485263
4020202,p103,0.999955843,0.018711368
4150102,p127,0.999999999,0.007466801
4140202,p127,1,0.031585242
4140203,p127,1,0.003065758
8030204,p92,0.000231499,1.02E-05
5060002,p109,6.19E-07,6.51E-08
6010102,p92,0.473440747,0.013248564
10140203,p40,0.017911603,0.000573405
7020007,p44,0.288560325,0.050763569
3080203,p101,0.10329474,0.001144313
3090101,p101,1,0.072857726
3100208,p101,1,0.05116903
3110101,p101,0.999999999,0.021699885
3110102,p101,1,0.045346292
3110103,p94,0.232243052,0.003761132
3110103,p101,0.767756948,0.01797579
3110201,p94,0.658436555,0.029605261
3110201,p101,0.341563445,0.022203158
3110202,p94,0.939147202,0.028748359
3110202,p101,0.060852798,0.002693074
3110203,p94,0.818386877,0.020976374
3110203,p101,0.181613123,0.006729881
3110204,p94,1,0.015153537
3150201,p89,0.004062695,0.00044176
3150202,p90,0.148701312,0.009142432
3150202,p89,0.851298688,0.070605511
3150203,p90,0.463982323,0.034872664
3150203,p89,0.536017677,0.054346614
3150204,p90,0.966477905,0.047266138
3150204,p89,0.033522095,0.002211562
3160101,p88,0.93042099,0.131879052
3160101,p89,0.06957901,0.005686129
3160102,p88,1,0.053880141
3160103,p88,0.228692846,0.015596406
3160103,p89,0.771307154,0.030327836
3160104,p88,1,0.0881336
3160105,p88,0.171289941,0.010795472
3160105,p89,0.828710059,0.030113033
3160106,p88,0.219810109,0.028275258
3160106,p89,0.780189891,0.057863056
3160107,p89,1,0.035815372
3160108,p88,0.902022615,0.100920719
3160108,p89,0.097977385,0.006320201
3160109,p90,0.100411054,0.004644719
3160109,p89,0.899588946,0.05613474
3160110,p89,1,0.045323051
3160111,p90,0.472189698,0.019265518
3090102,p101,0.83209894,0.0062597
4030103,p75,0.673233249,0.018061139
4030104,p76,0.082839813,0.008030062
4030104,p75,0.917160187,0.07106434
4030105,p75,1,0.098332322
4030112,p103,0.151148729,0.002022782
3090204,p102,0.018839321,0.006230831
4150101,p127,1,0.040209473
8030204,p87,0.796331853,0.042426125
5060002,p112,0.885222976,0.070077265
5060002,p113,0.114776405,0.073314469
10140203,p38,0.961766321,0.023003592
10140203,p39,0.020322076,0.001687665
10140204,p38,1,0.030994025
6010206,p109,0.000428248,1.96E-05
3090201,p102,0.594059319,0.062534389
4030106,p74,0.824256893,0.072202329
4030106,p75,0.175743107,0.014908953
4030107,p74,1,0.060290511
4030108,p74,0.412623731,0.07877764
4030108,p75,0.587376269,0.108603889
4030109,p74,1,0.084858965
4030110,p74,1,0.07722906
4030111,p74,1,0.053415797
3090201,p101,0.405940681,0.00863996
3090205,p102,0.012267383,0.002057098
3100205,p101,1,0.016124126
3100206,p101,0.999999996,0.01307634
3100207,p101,0.999999997,0.027392126
4030112,p74,0.848851271,0.040931238
4030201,p76,1,0.163449109
4030202,p76,0.729798811,0.27431669
4030202,p75,0.270201189,0.081182624
4030203,p76,1,0.057736708
4030204,p76,0.509036898,0.03323994
4030204,p75,0.490963102,0.025626339
8030204,p88,0.203436648,0.029907884
8040304,p58,1,0.025156564
8040305,p58,1,0.00182706
8040306,p58,0.998226437,0.013937687
10040102,p18,0.541560236,0.013375975
10040102,p20,0.458439764,0.023977587
10040103,p18,0.00142198,7.63E-05
10040103,p20,0.99857802,0.113517369
10040104,p18,0.347317065,0.035400461
10040104,p19,0.354505596,0.187860501
10040104,p35,0.145425869,0.031727702
10040104,p20,0.15275147,0.032969526
10040105,p19,0.99173996,0.15505978
10140103,p38,1,0.01233089
10140104,p38,1,0.010196545
10140105,p38,1,0.017154806
10140201,p32,0.071892723,0.029704704
10140201,p38,0.50754897,0.028264862
10140201,p39,0.420558307,0.081318104
4150302,p127,1,0.022144687
9010003,p37,0.998289183,0.061353412
10080001,p21,1,0.051533366
7010202,p43,1,0.021868523
7010203,p43,1,0.023537451
10140202,p32,0.055321726,0.014696047
10140202,p38,0.944678274,0.033823408
5140102,p109,1,0.071078221
5140103,p109,1,0.070124135
5140104,p108,0.127130256,0.043530852
5120201,p107,0.2217564,0.03770599
10150004,p39,0.006002065,0.00116146
10160002,p37,1,0.028630484
10160003,p37,0.465372308,0.055666187
7070002,p75,0.901430181,0.197673969
3170003,p90,0.001026561,2.30E-05
3170003,p87,0.998973439,0.01897268
3170004,p87,1,0.050107822
3170005,p87,1,0.052164401
3170006,p87,1,0.017292269
3170007,p87,1,0.036222128
3170008,p90,0.673702365,0.02371624
3170008,p87,0.326297635,0.009739621
3170009,p90,0.05680615,0.00325279
3170009,p87,0.943193849,0.045794363
3180001,p88,0.471231362,0.091536328
3180001,p87,0.528768638,0.037222691
3180002,p87,1,0.056503855
3180003,p87,1,0.034831367
3180004,p58,0.292276829,0.013326336
3180004,p87,0.707723171,0.036765319
3180005,p58,0.305068818,0.009250059
3180005,p87,0.694931182,0.024007505
4010101,p43,1,0.033127396
4010102,p43,1,0.013090993
4010201,p46,0.02502545,0.00366061
4010201,p43,0.97497455,0.060003364
4010202,p43,1,0.016653632
4010301,p46,0.852064645,0.079419033
4010301,p43,0.147935354,0.005801426
4010302,p46,0.924827902,0.060010291
4010302,p74,0.075172098,0.008143061
4020101,p46,0.01053531,0.000535357
4020101,p74,0.925026935,0.078472351
4020101,p75,0.064437755,0.005293987
4020102,p74,0.971213463,0.1122689
4020102,p75,0.028786537,0.003222659
4020103,p74,1,0.092559048
4020104,p74,1,0.060802538
4020105,p74,1,0.077383801
4020201,p103,0.408313255,0.011009803
4040001,p80,0.022365485,0.001218553
4040001,p104,0.234852123,0.057545661
4040001,p105,0.742782392,0.026429723
4040002,p79,0.800247935,0.088108122
4040002,p80,0.199752064,0.006587747
4040003,p76,0.160991462,0.01426982
4040003,p79,0.839008538,0.194516399
4050001,p103,0.194919295,0.021229748
4050001,p104,0.444135073,0.744076748
4050001,p105,0.360945632,0.087812707
4050002,p103,0.661829405,0.009298494
4050002,p104,0.338170595,0.073082783
4050003,p103,0.830058534,0.038969178
4050003,p104,0.169941466,0.1227226
4050004,p103,1,0.040674978
4050005,p103,1,0.021856722
4050006,p103,1,0.046717958
4050007,p103,1,0.019620522
4060101,p103,1,0.048133334
4060102,p103,1,0.063011266
4060103,p103,1,0.045058484
4100006,p103,0.283239006,0.005089754
4100006,p111,0.213991367,0.02045041
4100006,p112,0.502769626,0.014229227
4100007,p105,0.061376001,0.005279663
4100007,p112,0.938623999,0.056930133
4100008,p112,1,0.028096647
4100009,p111,0.495186448,0.065754834
4100009,p112,0.504813552,0.019851642
4100010,p111,0.853246118,0.101522237
4100010,p112,0.146753882,0.0051711
4100011,p111,0.258963919,0.058107106
4100011,p112,0.741036081,0.049242017
4100012,p111,0.233869679,0.021969688
4100012,p112,0.766130321,0.021313713
4110003,p122,0.01538888,0.000287907
4110003,p111,0.98461112,0.076626218
4110004,p111,1,0.086715776
4120101,p122,0.575588631,0.014742641
4120101,p127,0.352150491,0.006437816
4120101,p111,0.072260877,0.007698977
4120102,p127,1,0.011801463
4120103,p127,1,0.015127811
4120104,p127,0.999999999,0.016680306
4130001,p127,1,0.021794622
4130002,p119,0.067315859,0.022202169
4130002,p127,0.932684141,0.028037678
4130003,p127,1,0.022501005
4140101,p127,0.999999999,0.014658806
4140102,p127,1,0.020440338
4140201,p127,1,0.072960737
4150409,p129,0.282354824,0.00040781
5030201,p116,0.525277682,0.055532271
5030202,p117,0.094878666,0.019034606
5030202,p112,0.502243354,0.025900282
5030202,p116,0.40287798,0.033251534
5030203,p116,1,0.134529388
5030204,p112,1,0.043538456
5040001,p111,0.321185405,0.102419518
5040001,p112,0.678814595,0.06410392
7010102,p42,0.003492052,0.000227194
7010102,p43,0.996507948,0.028048127
7010103,p43,1,0.043734785
7010104,p43,1,0.035312719
7010105,p43,1,0.016433168
7010106,p42,0.198686292,0.019114456
7010106,p43,0.801313708,0.033350551
7010107,p42,0.049672087,0.002153859
7010107,p43,0.950327913,0.017827264
7010108,p43,1,0.018531503
4150409,p127,0.717645171,0.00021014
5060003,p112,0.515137077,0.021400146
5060003,p113,0.484862923,0.162526995
5070101,p117,1,0.13306644
5070102,p117,1,0.104799659
5070201,p118,0.092818084,0.011999257
5070201,p110,0.306190811,0.10969508
5070201,p109,7.70E-05,5.80E-06
4150500,p134,6.54E-05,1.19E-06
5070202,p118,0.704599489,0.070996313
5070202,p110,0.2953795,0.082479696
5070202,p117,2.10E-05,3.61E-06
5070203,p110,0.74523883,0.191051887
5070203,p109,0.25476117,0.013724295
5070204,p110,0.714226875,0.067485785
5070204,p109,0.10469824,0.002078818
5070204,p117,0.181074885,0.010522672
7010204,p43,1,0.030994709
7010205,p44,0.203004951,0.033899892
7010205,p43,0.796995049,0.02138894
7010206,p43,1,0.021143192
7010207,p43,1,0.03326617
10020008,p17,0.080649567,0.004004034
10090204,p24,0.757586427,0.019356364
5140101,p109,0.463835056,0.028308148
5140101,p107,0.536164944,0.042264908
7010101,p43,0.581544701,0.023443218
10150001,p40,0.460614243,0.007485466
10160001,p37,1,0.045400997
10160005,p38,1,0.012334322
7070006,p77,1,0.104482767
10160009,p38,1,0.022085195
7070002,p46,0.075974455,0.010304776
10170101,p45,7.06E-07,1.05E-07
7110001,p70,0.183660201,0.011714068
7110002,p71,0.891008767,0.141684692
5010003,p119,0.013541267,0.005276389
5010006,p119,0.00013887,5.41E-05
5010008,p122,0.083315892,0.001268327
5010008,p115,0.916684108,0.07977074
5010009,p115,1,0.083538969
5020001,p116,1,0.080120899
5020002,p116,1,0.051283506
5110002,p109,0.196686781,0.021552494
7020008,p68,0.394990912,0.06170641
7020008,p44,0.605009088,0.103780233
7020009,p68,0.776007883,0.14453122
7020009,p45,0.223992117,0.016155907
7020010,p68,1,0.103899548
7020011,p68,0.964745386,0.127565459
7020011,p43,0.035254614,0.000822598
7020012,p68,0.076582269,0.016722135
8030205,p88,0.515299489,0.092866932
8030205,p87,0.484700511,0.031656117
8030206,p87,1,0.047847645
8030207,p87,1,0.090162605
10020008,p18,0.884676914,0.031724335
10020008,p21,0.034673519,0.001294922
5020003,p115,0.01578632,0.001236181
5020003,p116,0.98421368,0.026582215
5020004,p115,0.068080704,0.016351761
5020004,p121,0.000218354,0.000139841
5020004,p116,0.931700942,0.077182262
5020005,p115,0.926293821,0.230523143
5020005,p116,0.073706179,0.006326597
5020006,p122,0.296077917,0.015404617
5020006,p115,0.426188566,0.126755635
5020006,p121,0.236798744,0.18779172
5020006,p116,0.040934772,0.004199121
5030101,p122,0.018236153,0.001070325
5030101,p115,0.473253444,0.158780321
5030101,p111,0.240196186,0.058642858
5030101,p112,0.204909632,0.014815554
5030101,p116,0.063404585,0.007337093
5030102,p122,0.732700216,0.023093596
5030102,p111,0.267299784,0.035045364
5030103,p122,0.048408426,0.001630125
5030103,p111,0.951591574,0.133296048
5030104,p122,0.379479746,0.00126119
5040002,p111,0.002701466,0.000333675
5040002,p112,0.997298534,0.036480058
5040003,p111,0.02121361,0.003261318
5040003,p112,0.97878639,0.044562853
5040004,p112,1,0.056998273
5040005,p112,1,0.031058223
5040006,p112,1,0.028388105
5050001,p118,0.743740983,0.181796578
5050001,p92,3.99E-05,2.79E-06
5050001,p97,0.256219077,0.038172558
5050002,p118,0.523434764,0.073060751
5050002,p117,0.248436251,0.059101902
5050002,p116,0.228128985,0.02232697
5050003,p118,2.22E-05,3.04E-06
5050003,p99,0.00016644,1.07E-05
5050003,p116,0.999811331,0.095801351
5050004,p117,0.843524529,0.082590371
5050004,p116,0.156475471,0.006302905
5050005,p117,0.123753387,0.024896593
5050005,p116,0.876246613,0.072522374
5050006,p117,1,0.073488775
5050007,p117,0.174610247,0.037905803
5050007,p116,0.825389753,0.07371534
5050008,p117,0.778477484,0.101880981
5050008,p116,0.221522516,0.011926905
5050009,p117,1,0.126351537
5060001,p112,0.945732491,0.110002247
5060001,p113,0.054267509,0.050931416
5080001,p105,0.012788498,0.001658407
5080001,p112,0.653769992,0.059777747
5080001,p113,0.33344151,0.246006644
5080002,p114,0.412757382,0.254119734
5080002,p112,0.033116107,0.001664428
5080002,p107,0.045962054,0.003966003
5080002,p113,0.508164457,0.206083232
5080003,p105,0.05721316,0.004352403
5080003,p114,0.050511674,0.033188346
5080003,p112,0.022366781,0.001199719
5080003,p107,0.845049328,0.077819067
5080003,p113,0.024859057,0.010759035
5090101,p117,0.151608545,0.031320257
5090101,p112,0.848391455,0.045051877
5130105,p92,0.826092086,0.018562417
5130105,p93,0.173907914,0.016717303
5130106,p92,1,0.018909217
5130107,p92,1,0.018681455
5130108,p92,1,0.042636975
5130201,p92,1,0.02338906
5130202,p92,1,0.015363152
5130203,p92,1,0.022202916
5130204,p92,1,0.020573834
5130205,p92,0.421226886,0.023326558
5130205,p108,0.102740983,0.043252922
5130205,p93,0.476032132,0.112774693
5130206,p92,0.52777537,0.018205295
5130206,p93,0.47222463,0.069684797
5100201,p118,2.95E-05,3.25E-06
5100201,p110,0.916728933,0.279409958
5100201,p109,0.083241536,0.005331409
5100202,p110,0.856258064,0.110222615
5100202,p109,0.143741936,0.003888217
5100203,p110,0.095497968,0.016445095
5100203,p109,0.904502032,0.032730508
5100204,p110,2.08E-05,5.24E-06
5100204,p109,0.999979195,0.052912076
5100205,p109,1,0.156787035
5110001,p108,0.064540294,0.03656255
5110001,p109,0.802852072,0.12197814
5110004,p93,0.003798989,0.000416849
5120107,p105,1,0.04154242
5120108,p83,0.091751432,0.015537235
5120108,p105,0.908248568,0.106645716
5120114,p81,0.280787398,0.02267216
5120114,p83,0.719212602,0.114686788
5120115,p81,0.945713542,0.037862271
5140104,p109,0.21236528,0.01950171
5140104,p107,0.660504464,0.078342703
5140201,p108,0.290836714,0.073199154
5140201,p107,0.709163286,0.061826923
5140202,p81,0.026722926,0.001044917
5140202,p108,0.465648375,0.087130627
5140202,p107,0.507628699,0.032902846
5140203,p81,0.573234674,0.022583254
5140203,p108,0.281342817,0.053040156
5140203,p93,0.145422509,0.015427809
5140204,p81,0.999952907,0.044379316
5140204,p108,4.71E-05,1.00E-05
5140205,p108,0.883521285,0.150272221
5140205,p93,0.116478715,0.011148384
5140206,p81,0.647637564,0.022557508
5140206,p93,0.352362436,0.033049679
6010101,p118,0.96502773,0.058261964
6010101,p92,0.03497227,0.000603067
6010102,p118,0.526546946,0.051587468
5120115,p83,0.054286458,0.004292194
5120201,p106,0.277562484,0.937356659
5120201,p105,0.500681116,0.070327402
6010102,p97,1.23E-05,7.35E-07
6010203,p92,0.000203334,3.54E-06
6010203,p97,0.999796666,0.037149947
6010204,p92,0.739929384,0.018523864
6010204,p97,0.260070616,0.013893521
6010205,p118,0.640330833,0.104569398
6010205,p92,0.359661485,0.016776069
6030003,p89,0.000297345,1.74E-05
6040001,p88,0.017880653,0.002942195
6040001,p92,0.982119347,0.048618918
6040002,p92,1,0.028024987
6040003,p92,1,0.0366991
6040004,p92,1,0.018096176
6040005,p92,0.800239119,0.034464197
6040005,p93,0.199760881,0.036804391
6040006,p92,0.028313368,0.000468844
6040006,p93,0.971686632,0.068834159
7010101,p42,0.418455299,0.038992116
6010205,p117,7.68E-06,2.14E-06
6010206,p118,0.582429208,0.045806547
6010206,p92,0.417111664,0.009369854
6010206,p110,3.09E-05,6.73E-06
6020003,p97,0.028087678,0.000908948
6020004,p92,1,0.014274564
6030001,p90,0.025224387,0.001698485
6030001,p92,0.168799311,0.00800078
8030208,p86,0.01026395,0.000299028
8030208,p87,0.98973605,0.005668215
10150002,p39,0.628627165,0.047600874
10150003,p40,0.162742917,0.013308119
10150003,p38,0.021000537,0.001283051
10150003,p39,0.816256546,0.173153965
10150004,p40,0.95353804,0.071129636
6030001,p94,0.006204035,0.00021065
6030002,p89,0.921525214,0.121236211
6030003,p92,0.999702655,0.030447576
10150005,p40,0.847254916,0.014379588
10150005,p39,0.152745084,0.006724976
10150006,p40,0.383833266,0.01303058
7020001,p37,0.001173408,6.68E-05
7020001,p38,0.631020894,0.019773366
7020001,p44,0.126745875,0.035242372
7020001,p43,0.241059823,0.010772044
7020002,p43,1,0.018360668
7020003,p38,0.30660881,0.004947763
7020003,p44,0.69339119,0.099288063
7020004,p38,8.31E-05,2.55E-06
7020004,p44,0.87576542,0.238100641
7020004,p43,0.124151501,0.005424587
7020005,p44,0.134837619,0.036586533
7020005,p43,0.865162381,0.037726783
7020006,p44,1,0.09126869
7020007,p68,0.619261711,0.099215652
7020012,p44,0.0140922,0.003378717
7020012,p43,0.909325531,0.035037606
7030001,p46,0.731612417,0.073929115
7030001,p43,0.268387583,0.011410577
7030002,p46,1,0.050801049
7030003,p43,1,0.022082083
7030004,p43,1,0.02111774
7030005,p46,0.650119409,0.084842646
7030005,p43,0.349880591,0.019211076
7040001,p46,0.461794687,0.025615145
7040001,p43,0.538205313,0.012560491
7040002,p68,0.065240705,0.01141073
7040002,p43,0.934759295,0.028850019
7040003,p46,0.495688315,0.034424312
7040003,p77,0.033610227,0.00636913
7040003,p43,0.470701458,0.013753489
10150007,p40,1,0.029383272
7040006,p68,0.041300672,0.003413776
7040007,p75,0.000882515,0.000161962
10160003,p36,0.129105729,0.017336552
10160003,p38,0.405521962,0.026688349
10160004,p37,0.138960641,0.005754923
10160004,p36,0.549320936,0.025538777
10160004,p38,0.311718423,0.00710275
7040006,p43,0.094856713,0.001383559
7070003,p46,0.016156443,0.002618469
7070003,p77,0.138261029,0.061143965
7070003,p75,0.197978604,0.051875993
7070005,p69,8.63E-05,2.72E-05
7070005,p77,0.776973433,0.249719086
7070005,p78,0.093808861,0.086908618
7040008,p69,0.002694281,0.000598493
7080101,p81,0.355655641,0.013295497
7080101,p80,0.174542369,0.01368136
7080101,p70,0.46980199,0.017214123
7080102,p69,0.839603484,0.175702824
7080102,p68,0.008262419,0.001540449
7080102,p70,0.152134097,0.008812463
7080103,p70,1,0.03626055
7080104,p81,0.724241483,0.065958246
7080104,p71,6.84E-09,2.87E-09
7080104,p70,0.27575851,0.024615565
7080105,p70,0.998358714,0.068002598
10160006,p38,1,0.054565181
10160007,p38,1,0.014092768
10160008,p38,1,0.02505163
7050006,p77,0.014943297,0.001797411
7050007,p46,1,0.094311437
7060001,p69,0.397192815,0.075504493
7060001,p68,0.128933013,0.021835907
7060001,p46,0.048316182,0.003431946
7060001,p77,0.42555799,0.082481913
7060002,p69,0.782731863,0.10442726
7060002,p68,0.217268137,0.025824541
7060003,p69,0.121254912,0.018112038
7060003,p77,0.708887436,0.107962721
7060003,p70,0.169857652,0.007022946
7060004,p69,0.964402504,0.218057821
7060004,p70,0.035597496,0.002227917
7060005,p80,0.576194961,0.067694338
7060005,p77,0.156362021,0.03163138
7060005,p70,0.267443018,0.014687768
7060006,p69,0.074392393,0.018571956
7060006,p70,0.925607607,0.063962031
7070001,p46,0.06229233,0.006772431
7070001,p74,0.019382225,0.003517871
7070001,p75,0.918325445,0.161418406
7070002,p76,0.022595364,0.006198834
7080105,p45,0.001641286,0.000139346
7080106,p70,1,0.032234537
7080107,p70,1,0.060359191
7080201,p69,0.530680807,0.119326875
7080201,p68,0.376160672,0.07535533
7080201,p45,0.047678035,0.00369881
7110004,p81,0.489768462,0.036687388
7110004,p71,0.276236287,0.095311932
7110008,p71,0.000777232,0.000170288
7120005,p83,0.009717123,0.000727994
10170101,p38,0.453402238,0.021544856
8040101,p56,0.530485939,0.05737037
7080201,p43,0.045480486,0.001607745
7080204,p45,0.698812856,0.02771305
7080205,p69,0.493795442,0.159299793
7080205,p70,0.4740617,0.042332043
7080205,p45,0.032142858,0.003577597
7080206,p70,1,0.040599274
7080207,p69,0.02722347,0.005290769
7080207,p70,0.522639689,0.02811538
7080207,p45,0.450136841,0.030182742
7120004,p79,0.092707711,0.035605509
7130009,p81,0.088697663,0.006243444
7130012,p82,0.000767431,0.000200731
7090002,p80,0.005941238,0.000860005
7140102,p84,0.227671071,0.038969317
7140102,p72,0.234368716,0.032652153
7140103,p73,0.291774947,0.047183288
7140103,p72,0.708225053,0.038719524
7140104,p73,0.518774303,0.096471973
7140104,p72,0.481225697,0.030254504
7140105,p81,0.394059758,0.025653624
8030209,p86,0.012227366,0.001463667
8030209,p87,0.987772634,0.023243235
8040101,p85,0.469514061,0.018705209
7090005,p78,0.006403724,0.005448073
7090006,p79,0.025049495,0.008294442
7090006,p80,0.974950505,0.096699667
7090007,p81,0.640989091,0.027275208
7090007,p80,0.359010909,0.0320316
7100001,p68,0.375264594,0.055672232
7100001,p44,0.624735406,0.101766943
7100002,p68,0.081266184,0.010398039
7100002,p45,0.918733816,0.045523365
7100003,p68,0.154938734,0.024070327
7100003,p45,0.845061266,0.050840903
7100004,p70,0.464175425,0.029591744
7100004,p45,0.535824575,0.042577838
7100005,p70,0.195640091,0.006566615
7100005,p45,0.804359909,0.033651672
7100006,p70,0.321680924,0.029367178
7100006,p45,0.678319076,0.077186882
7100007,p70,0.679878563,0.028558054
7100007,p45,0.320121437,0.016760408
7100008,p70,1,0.090247853
7100009,p71,0.028678749,0.010664722
7100009,p70,0.971321251,0.076861144
7110001,p81,0.353695138,0.023015828
7110001,p71,0.462644662,0.138670994
7120001,p83,0.003347473,0.000754793
8020202,p73,0.48273775,0.120104062
8020202,p84,0.331095033,0.034215302
8020202,p72,0.186167216,0.015659149
8020203,p85,0.844878106,0.077810117
8020203,p73,0.006868504,0.004711938
8020203,p84,0.14825339,0.042243829
8020204,p85,0.186318139,0.012490606
8040102,p56,0.150672636,0.018451259
8040103,p85,0.661197661,0.035720597
8040103,p56,0.338802339,0.049685951
8040201,p85,1,0.0464204
8040202,p85,0.526483169,0.017791961
8040202,p86,0.473516831,0.09042239
8040203,p85,1,0.044140683
8040204,p85,1,0.039090982
8040205,p85,0.922506726,0.039498662
8040205,p86,0.077493274,0.018748999
8040206,p85,0.227546267,0.011245485
8040206,p58,0.024790302,0.001194437
8040206,p86,0.747663431,0.20879296
8040207,p58,0.496134628,0.009163033
8040207,p86,0.503865372,0.053936466
8040301,p58,1,0.02276387
8040302,p58,0.994958787,0.023893737
8040303,p86,0.087836237,0.011933589
7120001,p104,0.002329862,0.002508452
7120001,p105,0.708050439,0.110701292
7120002,p80,0.04746157,0.008016046
7120002,p83,0.557835121,0.088738322
7120002,p105,0.39470331,0.043536542
7120003,p80,0.863770312,0.044760799
7120003,p105,0.136229688,0.004610377
7130004,p81,0.020108369,0.000871015
8020304,p85,1,0.024374118
8020401,p85,1,0.017026229
8020402,p85,1,0.025788701
8030100,p85,0.316122261,0.004888844
8030100,p86,0.214607002,0.018754099
8030100,p87,0.469270737,0.008061319
8030201,p88,0.882095435,0.114687036
7130004,p80,0.011967388,0.001086931
7130004,p83,0.427257089,0.036549297
7130004,p82,0.540667154,0.166738116
7130005,p81,0.940110083,0.066104155
7130005,p82,0.059889917,0.02998194
7130002,p82,0.022513199,0.008054991
7130006,p83,0.910178948,0.097639023
7130006,p82,0.089821052,0.034736809
7130007,p81,0.10805051,0.004764363
7130007,p83,0.568602645,0.049513968
7130007,p82,0.323346845,0.101508554
7130008,p81,0.600809809,0.020209274
7130008,p82,0.399190191,0.09559816
7140105,p73,0.004424778,0.001464703
7140202,p81,0.945737324,0.061250771
7140202,p83,0.054262676,0.006940377
7140203,p81,0.999307088,0.034524621
7140203,p83,0.000692912,4.73E-05
7140204,p81,1,0.060556363
8010100,p85,0.131851105,0.003723072
8010100,p81,5.13E-06,2.12E-07
8010100,p92,0.540914024,0.0140847
8010100,p84,0.116396813,0.010168933
8010100,p72,0.033698223,0.002396285
8010100,p93,0.172150866,0.019176501
8010207,p88,0.62928078,0.056875036
8010207,p92,0.37071922,0.010080342
8010208,p88,0.009262802,0.001069399
8010208,p92,0.990737198,0.034411913
8010209,p92,1,0.017603436
8010210,p88,0.302076372,0.019420971
8010210,p92,0.697923628,0.013499417
8010211,p88,0.052874445,0.001164397
