huc_8,huc_6,huc_4,huc_2,huc_custom
14080205,140802,1408,14,Colorado River
15010001,150100,1501,15,Colorado River
15010002,150100,1501,15,Colorado River
15010003,150100,1501,15,Colorado River
15010004,150100,1501,15,Colorado River
15010005,150100,1501,15,Colorado River
15010006,150100,1501,15,Colorado River
15010007,150100,1501,15,Colorado River
15010008,150100,1501,15,Colorado River
15010009,150100,1501,15,Colorado River
15010010,150100,1501,15,Colorado River
15010011,150100,1501,15,Colorado River
15010012,150100,1501,15,Colorado River
15010013,150100,1501,15,Colorado River
15010014,150100,1501,15,Colorado River
15010015,150100,1501,15,Colorado River
15020001,150200,1502,15,Colorado River
15020002,150200,1502,15,Colorado River
15020003,150200,1502,15,Colorado River
15020004,150200,1502,15,Colorado River
15020005,150200,1502,15,Colorado River
15020006,150200,1502,15,Colorado River
15020007,150200,1502,15,Colorado River
15020008,150200,1502,15,Colorado River
15020009,150200,1502,15,Colorado River
15020010,150200,1502,15,Colorado River
15020011,150200,1502,15,Colorado River
15020012,150200,1502,15,Colorado River
15020013,150200,1502,15,Colorado River
15020014,150200,1502,15,Colorado River
15020015,150200,1502,15,Colorado River
15020016,150200,1502,15,Colorado River
15020017,150200,1502,15,Colorado River
15020018,150200,1502,15,Colorado River
15030101,150301,1503,15,Colorado River
15030102,150301,1503,15,Colorado River
15030103,150301,1503,15,Colorado River
15030104,150301,1503,15,Colorado River
15030105,150301,1503,15,Colorado River
15030106,150301,1503,15,Colorado River
15030107,150301,1503,15,Colorado River
15030108,150301,1503,15,Colorado River
15030201,150302,1503,15,Colorado River
15030202,150302,1503,15,Colorado River
15030203,150302,1503,15,Colorado River
15030204,150302,1503,15,Colorado River
15040001,150400,1504,15,Colorado River
15040002,150400,1504,15,Colorado River
15040003,150400,1504,15,Colorado River
15040004,150400,1504,15,Colorado River
15040005,150400,1504,15,Colorado River
15040006,150400,1504,15,Colorado River
15040007,150400,1504,15,Colorado River
15050100,150501,1505,15,Colorado River
15050201,150502,1505,15,Colorado River
15050202,150502,1505,15,Colorado River
15050203,150502,1505,15,Colorado River
15050301,150503,1505,15,Colorado River
15050302,150503,1505,15,Colorado River
15050303,150503,1505,15,Colorado River
15050304,150503,1505,15,Colorado River
15050305,150503,1505,15,Colorado River
15050306,150503,1505,15,Colorado River
15060101,150601,1506,15,Colorado River
15060102,150601,1506,15,Colorado River
15060103,150601,1506,15,Colorado River
15060104,150601,1506,15,Colorado River
15060105,150601,1506,15,Colorado River
15060106,150601,1506,15,Colorado River
15060201,150602,1506,15,Colorado River
15060202,150602,1506,15,Colorado River
15060203,150602,1506,15,Colorado River
15070101,150701,1507,15,Colorado River
15070102,150701,1507,15,Colorado River
15070103,150701,1507,15,Colorado River
15070104,150701,1507,15,Colorado River
15070201,150702,1507,15,Colorado River
15070202,150702,1507,15,Colorado River
15070203,150702,1507,15,Colorado River
15080101,150801,1508,15,Colorado River
15080102,150801,1508,15,Colorado River
15080103,150801,1508,15,Colorado River
15080200,150802,1508,15,Colorado River
15080301,150803,1508,15,Colorado River
15080302,150803,1508,15,Colorado River
15080303,150803,1508,15,Colorado River
16010101,160101,1601,16,Great Basin
16010102,160101,1601,16,Great Basin
16010201,160102,1601,16,Great Basin
16010202,160102,1601,16,Great Basin
16010203,160102,1601,16,Great Basin
16010204,160102,1601,16,Great Basin
16020101,160201,1602,16,Great Basin
16020102,160201,1602,16,Great Basin
16020201,160202,1602,16,Great Basin
16020202,160202,1602,16,Great Basin
16020203,160202,1602,16,Great Basin
16020204,160202,1602,16,Great Basin
16020301,160203,1602,16,Great Basin
16020302,160203,1602,16,Great Basin
16020303,160203,1602,16,Great Basin
16020304,160203,1602,16,Great Basin
16020305,160203,1602,16,Great Basin
16020306,160203,1602,16,Great Basin
16020307,160203,1602,16,Great Basin
16020308,160203,1602,16,Great Basin
16020309,160203,1602,16,Great Basin
16020310,160203,1602,16,Great Basin
16030001,160300,1603,16,Great Basin
16030002,160300,1603,16,Great Basin
16030003,160300,1603,16,Great Basin
16030004,160300,1603,16,Great Basin
16030005,160300,1603,16,Great Basin
16030006,160300,1603,16,Great Basin
16030007,160300,1603,16,Great Basin
16030008,160300,1603,16,Great Basin
16030009,160300,1603,16,Great Basin
16040101,160401,1604,16,Great Basin
16040102,160401,1604,16,Great Basin
16040103,160401,1604,16,Great Basin
16040104,160401,1604,16,Great Basin
16040105,160401,1604,16,Great Basin
16040106,160401,1604,16,Great Basin
16040107,160401,1604,16,Great Basin
16040108,160401,1604,16,Great Basin
16040109,160401,1604,16,Great Basin
16040201,160402,1604,16,Great Basin
16040202,160402,1604,16,Great Basin
16040203,160402,1604,16,Great Basin
16040204,160402,1604,16,Great Basin
16040205,160402,1604,16,Great Basin
16050101,160501,1605,16,Great Basin
16050102,160501,1605,16,Great Basin
16050103,160501,1605,16,Great Basin
16050104,160501,1605,16,Great Basin
16050201,160502,1605,16,Great Basin
16050202,160502,1605,16,Great Basin
16050203,160502,1605,16,Great Basin
16050301,160503,1605,16,Great Basin
16050302,160503,1605,16,Great Basin
16050303,160503,1605,16,Great Basin
16050304,160503,1605,16,Great Basin
16060001,160600,1606,16,Great Basin
16060002,160600,1606,16,Great Basin
16060003,160600,1606,16,Great Basin
16060004,160600,1606,16,Great Basin
16060005,160600,1606,16,Great Basin
16060006,160600,1606,16,Great Basin
16060007,160600,1606,16,Great Basin
16060008,160600,1606,16,Great Basin
16060009,160600,1606,16,Great Basin
16060010,160600,1606,16,Great Basin
16060011,160600,1606,16,Great Basin
16060012,160600,1606,16,Great Basin
16060013,160600,1606,16,Great Basin
16060014,160600,1606,16,Great Basin
16060015,160600,1606,16,Great Basin
17010101,170101,1701,17,Northwest
17010102,170101,1701,17,Northwest
17010103,170101,1701,17,Northwest
17010104,170101,1701,17,Northwest
17010105,170101,1701,17,Northwest
17010106,170101,1701,17,Northwest
17010201,170102,1701,17,Northwest
17010202,170102,1701,17,Northwest
17010203,170102,1701,17,Northwest
17010204,170102,1701,17,Northwest
17010205,170102,1701,17,Northwest
17010206,170102,1701,17,Northwest
17010207,170102,1701,17,Northwest
17010208,170102,1701,17,Northwest
17010209,170102,1701,17,Northwest
17010210,170102,1701,17,Northwest
17010211,170102,1701,17,Northwest
17010212,170102,1701,17,Northwest
17010213,170102,1701,17,Northwest
17010214,170102,1701,17,Northwest
17010215,170102,1701,17,Northwest
17010216,170102,1701,17,Northwest
17010301,170103,1701,17,Northwest
17010302,170103,1701,17,Northwest
17010303,170103,1701,17,Northwest
17010304,170103,1701,17,Northwest
17010305,170103,1701,17,Northwest
17010306,170103,1701,17,Northwest
17010307,170103,1701,17,Northwest
17010308,170103,1701,17,Northwest
17020001,170200,1702,17,Northwest
17020002,170200,1702,17,Northwest
17020003,170200,1702,17,Northwest
17020004,170200,1702,17,Northwest
17020005,170200,1702,17,Northwest
17020006,170200,1702,17,Northwest
17020007,170200,1702,17,Northwest
17020008,170200,1702,17,Northwest
17020009,170200,1702,17,Northwest
17020010,170200,1702,17,Northwest
17020011,170200,1702,17,Northwest
17020012,170200,1702,17,Northwest
17020013,170200,1702,17,Northwest
17020014,170200,1702,17,Northwest
17020015,170200,1702,17,Northwest
17020016,170200,1702,17,Northwest
17030001,170300,1703,17,Northwest
17030002,170300,1703,17,Northwest
17030003,170300,1703,17,Northwest
17040101,170401,1704,17,Northwest
17040102,170401,1704,17,Northwest
17040103,170401,1704,17,Northwest
17040104,170401,1704,17,Northwest
17040105,170401,1704,17,Northwest
17040201,170402,1704,17,Northwest
17040202,170402,1704,17,Northwest
17040203,170402,1704,17,Northwest
17040204,170402,1704,17,Northwest
17040205,170402,1704,17,Northwest
17040206,170402,1704,17,Northwest
17040207,170402,1704,17,Northwest
17040208,170402,1704,17,Northwest
17040209,170402,1704,17,Northwest
17040210,170402,1704,17,Northwest
17040211,170402,1704,17,Northwest
17040212,170402,1704,17,Northwest
17040213,170402,1704,17,Northwest
17040214,170402,1704,17,Northwest
17040215,170402,1704,17,Northwest
17040216,170402,1704,17,Northwest
17040217,170402,1704,17,Northwest
17040218,170402,1704,17,Northwest
17040219,170402,1704,17,Northwest
17040220,170402,1704,17,Northwest
17040221,170402,1704,17,Northwest
17050101,170501,1705,17,Northwest
17050102,170501,1705,17,Northwest
17050103,170501,1705,17,Northwest
17050104,170501,1705,17,Northwest
17050105,170501,1705,17,Northwest
17050106,170501,1705,17,Northwest
17050107,170501,1705,17,Northwest
17050108,170501,1705,17,Northwest
17050109,170501,1705,17,Northwest
17050110,170501,1705,17,Northwest
17050111,170501,1705,17,Northwest
17050112,170501,1705,17,Northwest
17050113,170501,1705,17,Northwest
17050114,170501,1705,17,Northwest
17050115,170501,1705,17,Northwest
17050116,170501,1705,17,Northwest
17050117,170501,1705,17,Northwest
17050118,170501,1705,17,Northwest
17050119,170501,1705,17,Northwest
17050120,170501,1705,17,Northwest
17050121,170501,1705,17,Northwest
17050122,170501,1705,17,Northwest
17050123,170501,1705,17,Northwest
17050124,170501,1705,17,Northwest
17050201,170502,1705,17,Northwest
17050202,170502,1705,17,Northwest
17050203,170502,1705,17,Northwest
17060101,170601,1706,17,Northwest
17060102,170601,1706,17,Northwest
17060103,170601,1706,17,Northwest
17060104,170601,1706,17,Northwest
17060105,170601,1706,17,Northwest
17060106,170601,1706,17,Northwest
17060107,170601,1706,17,Northwest
17060108,170601,1706,17,Northwest
17060109,170601,1706,17,Northwest
17060110,170601,1706,17,Northwest
17060201,170602,1706,17,Northwest
17060202,170602,1706,17,Northwest
17060203,170602,1706,17,Northwest
17060204,170602,1706,17,Northwest
17060205,170602,1706,17,Northwest
17060206,170602,1706,17,Northwest
17060207,170602,1706,17,Northwest
17060208,170602,1706,17,Northwest
17060209,170602,1706,17,Northwest
17060210,170602,1706,17,Northwest
17060301,170603,1706,17,Northwest
17060302,170603,1706,17,Northwest
17060303,170603,1706,17,Northwest
17060304,170603,1706,17,Northwest
17060305,170603,1706,17,Northwest
17060306,170603,1706,17,Northwest
17060307,170603,1706,17,Northwest
17060308,170603,1706,17,Northwest
17070101,170701,1707,17,Northwest
17070102,170701,1707,17,Northwest
17070103,170701,1707,17,Northwest
17070104,170701,1707,17,Northwest
17070105,170701,1707,17,Northwest
17070106,170701,1707,17,Northwest
17070201,170702,1707,17,Northwest
17070202,170702,1707,17,Northwest
17070203,170702,1707,17,Northwest
17070204,170702,1707,17,Northwest
17070301,170703,1707,17,Northwest
17070302,170703,1707,17,Northwest
17070303,170703,1707,17,Northwest
17070304,170703,1707,17,Northwest
17070305,170703,1707,17,Northwest
17070306,170703,1707,17,Northwest
17070307,170703,1707,17,Northwest
17080001,170800,1708,17,Northwest
17080002,170800,1708,17,Northwest
17080003,170800,1708,17,Northwest
17080004,170800,1708,17,Northwest
17080005,170800,1708,17,Northwest
17080006,170800,1708,17,Northwest
17090001,170900,1709,17,Northwest
17090002,170900,1709,17,Northwest
17090003,170900,1709,17,Northwest
17090004,170900,1709,17,Northwest
17090005,170900,1709,17,Northwest
17090006,170900,1709,17,Northwest
17090007,170900,1709,17,Northwest
17090008,170900,1709,17,Northwest
17090009,170900,1709,17,Northwest
17090010,170900,1709,17,Northwest
17090011,170900,1709,17,Northwest
17090012,170900,1709,17,Northwest
17100101,171001,1710,17,Northwest
17100102,171001,1710,17,Northwest
17100103,171001,1710,17,Northwest
17100104,171001,1710,17,Northwest
17100105,171001,1710,17,Northwest
17100106,171001,1710,17,Northwest
17100201,171002,1710,17,Northwest
17100202,171002,1710,17,Northwest
17100203,171002,1710,17,Northwest
17100204,171002,1710,17,Northwest
17100205,171002,1710,17,Northwest
17100206,171002,1710,17,Northwest
17100207,171002,1710,17,Northwest
17100301,171003,1710,17,Northwest
17100302,171003,1710,17,Northwest
17100303,171003,1710,17,Northwest
17100304,171003,1710,17,Northwest
17100305,171003,1710,17,Northwest
17100306,171003,1710,17,Northwest
17100307,171003,1710,17,Northwest
17100308,171003,1710,17,Northwest
17100309,171003,1710,17,Northwest
17100310,171003,1710,17,Northwest
17100311,171003,1710,17,Northwest
17100312,171003,1710,17,Northwest
17110001,171100,1711,17,Northwest
17110002,171100,1711,17,Northwest
17110003,171100,1711,17,Northwest
17110004,171100,1711,17,Northwest
17110005,171100,1711,17,Northwest
17110006,171100,1711,17,Northwest
17110007,171100,1711,17,Northwest
17110008,171100,1711,17,Northwest
17110009,171100,1711,17,Northwest
17110010,171100,1711,17,Northwest
17110011,171100,1711,17,Northwest
17110012,171100,1711,17,Northwest
17110013,171100,1711,17,Northwest
17110014,171100,1711,17,Northwest
17110015,171100,1711,17,Northwest
17110016,171100,1711,17,Northwest
17110017,171100,1711,17,Northwest
17110018,171100,1711,17,Northwest
17110019,171100,1711,17,Northwest
17110020,171100,1711,17,Northwest
17110021,171100,1711,17,Northwest
17120001,171200,1712,17,Northwest
17120002,171200,1712,17,Northwest
17120003,171200,1712,17,Northwest
17120004,171200,1712,17,Northwest
17120005,171200,1712,17,Northwest
17120006,171200,1712,17,Northwest
17120007,171200,1712,17,Northwest
17120008,171200,1712,17,Northwest
17120009,171200,1712,17,Northwest
18010101,180101,1801,18,California
18010102,180101,1801,18,California
18010103,180101,1801,18,California
18010104,180101,1801,18,California
18010105,180101,1801,18,California
18010106,180101,1801,18,California
18010107,180101,1801,18,California
18010108,180101,1801,18,California
18010109,180101,1801,18,California
18010110,180101,1801,18,California
18010201,180102,1801,18,California
18010202,180102,1801,18,California
18010203,180102,1801,18,California
18010204,180102,1801,18,California
18010205,180102,1801,18,California
18010206,180102,1801,18,California
18010207,180102,1801,18,California
18010208,180102,1801,18,California
18010209,180102,1801,18,California
18010210,180102,1801,18,California
18010211,180102,1801,18,California
18010212,180102,1801,18,California
18020001,180200,1802,18,California
18020002,180200,1802,18,California
18020003,180200,1802,18,California
18020004,180200,1802,18,California
18020005,180200,1802,18,California
18020104,180201,1802,18,California
18020111,180201,1802,18,California
18020115,180201,1802,18,California
18020116,180201,1802,18,California
18020121,180201,1802,18,California
18020122,180201,1802,18,California
18020123,180201,1802,18,California
18020125,180201,1802,18,California
18020126,180201,1802,18,California
18020128,180201,1802,18,California
18020129,180201,1802,18,California
18020151,180201,1802,18,California
18020152,180201,1802,18,California
18020153,180201,1802,18,California
18020154,180201,1802,18,California
18020155,180201,1802,18,California
18020156,180201,1802,18,California
18020157,180201,1802,18,California
18020158,180201,1802,18,California
18020159,180201,1802,18,California
18020161,180201,1802,18,California
18020162,180201,1802,18,California
18020163,180201,1802,18,California
18030001,180300,1803,18,California
18030002,180300,1803,18,California
18030003,180300,1803,18,California
18030004,180300,1803,18,California
18030005,180300,1803,18,California
18030006,180300,1803,18,California
18030007,180300,1803,18,California
18030009,180300,1803,18,California
18030010,180300,1803,18,California
18030012,180300,1803,18,California
18040001,180400,1804,18,California
18040002,180400,1804,18,California
18040003,180400,1804,18,California
18040006,180400,1804,18,California
18040007,180400,1804,18,California
18040008,180400,1804,18,California
18040009,180400,1804,18,California
18040010,180400,1804,18,California
18040011,180400,1804,18,California
18040012,180400,1804,18,California
18040013,180400,1804,18,California
18040014,180400,1804,18,California
18040051,180400,1804,18,California
18050001,180500,1805,18,California
18050002,180500,1805,18,California
18050003,180500,1805,18,California
18050004,180500,1805,18,California
18050005,180500,1805,18,California
18050006,180500,1805,18,California
18060002,180600,1806,18,California
18060003,180600,1806,18,California
18060004,180600,1806,18,California
18060005,180600,1806,18,California
18060006,180600,1806,18,California
18060007,180600,1806,18,California
18060008,180600,1806,18,California
18060009,180600,1806,18,California
18060010,180600,1806,18,California
18060013,180600,1806,18,California
18060014,180600,1806,18,California
18060015,180600,1806,18,California
18070101,180701,1807,18,California
18070102,180701,1807,18,California
18070103,180701,1807,18,California
18070104,180701,1807,18,California
18070105,180701,1807,18,California
18070106,180701,1807,18,California
18070107,180701,1807,18,California
18070201,180702,1807,18,California
18070202,180702,1807,18,California
18070203,180702,1807,18,California
18070204,180702,1807,18,California
18070301,180703,1807,18,California
18070302,180703,1807,18,California
18070303,180703,1807,18,California
18070304,180703,1807,18,California
18070305,180703,1807,18,California
18080001,180800,1808,18,California
18080002,180800,1808,18,California
18080003,180800,1808,18,California
18090101,180901,1809,18,California
18090102,180901,1809,18,California
18090103,180901,1809,18,California
18090201,180902,1809,18,California
18090202,180902,1809,18,California
18090203,180902,1809,18,California
18090204,180902,1809,18,California
18090205,180902,1809,18,California
18090206,180902,1809,18,California
18090207,180902,1809,18,California
18090208,180902,1809,18,California
18100100,181001,1810,18,California
18100201,181002,1810,18,California
18100202,181002,1810,18,California
18100203,181002,1810,18,California
18100204,181002,1810,18,California
